family,n,p,instance_seed,q,xi,best_energy_mean,best_energy_std,O_mean,flip_fraction_mean,runtime_s,mean_update_opportunities,spectral_rho_D1_beta_max,lambda_min,lambda_max,spectral_radius_J
er,128,0.3,11,0.5,0.0,-40.10237121582031,5.570250511169434,0.15761017799377441,0.32471251487731934,1.8168678999645635,192000.0,5.864342371199872,-6.364342371199861,1.608728756091488,6.364342371199861
er,128,0.3,11,0.5,0.1,-44.0641975402832,3.758415460586548,0.15652216970920563,0.32327499985694885,1.9851214999798685,192000.0,5.814342371199862,-6.364342371199861,1.608728756091488,6.364342371199861
er,128,0.3,11,0.5,0.2,-51.44007873535156,8.891840934753418,0.15509378910064697,0.3210499882698059,1.8832730000140145,192000.0,5.764342371199864,-6.364342371199861,1.608728756091488,6.364342371199861
er,128,0.3,11,0.5,0.3,-63.236392974853516,6.69923734664917,0.14743442833423615,0.30732083320617676,1.7778005000436679,192000.0,5.714342371199868,-6.364342371199861,1.608728756091488,6.364342371199861
er,128,0.3,11,0.5,0.4,-76.76521301269531,5.493654251098633,0.0814078226685524,0.17744167149066925,1.7280071000568569,192000.0,5.6643423711998615,-6.364342371199861,1.608728756091488,6.364342371199861
er,128,0.3,11,0.5,0.6,-81.03277587890625,0.8010379076004028,0.003099587978795171,0.017124999314546585,1.805980799952522,192000.0,5.564342371199871,-6.364342371199861,1.608728756091488,6.364342371199861
er,128,0.3,11,0.5,0.8,-80.71429443359375,0.8596697449684143,0.0016568886348977685,0.011116666719317436,1.6855567999882624,192000.0,5.4643423711998675,-6.364342371199861,1.608728756091488,6.364342371199861
er,128,0.3,11,0.75,0.0,-21.51616668701172,3.358459949493408,0.4498337209224701,0.6005833148956299,1.829434800078161,288000.0,9.2965135567998,-6.364342371199861,1.608728756091488,6.364342371199861
er,128,0.3,11,0.75,0.1,-23.84740447998047,2.600316286087036,0.4498320519924164,0.600558340549469,1.8562496000668034,288000.0,9.221513556799799,-6.364342371199861,1.608728756091488,6.364342371199861
er,128,0.3,11,0.75,0.2,-25.006654739379883,2.5749168395996094,0.44981110095977783,0.6005666851997375,1.9303257999708876,288000.0,9.14651355679982,-6.364342371199861,1.608728756091488,6.364342371199861
er,128,0.3,11,0.75,0.3,-28.853836059570312,3.7292869091033936,0.44978150725364685,0.6005374789237976,1.9376755999401212,288000.0,9.071513556799793,-6.364342371199861,1.608728756091488,6.364342371199861
