family,n,n_spins,p,instance_seed,q,xi,best_energy_mean,best_energy_std,O_mean,flip_fraction_mean,runtime_s,mean_update_opportunities,spectral_rho_D1_beta_max,lambda_min,lambda_max,spectral_radius_J,n_cities,tsp_feasible_rate,constraint_violation_mean,constraint_violation_std,constraint_violation_min,best_route_distance_mean,n_feasible_trajectories,tsp_A,tsp_B
tsp,10,100,,101,0.25,0.0,-43.58572769165039,0.1877487301826477,0.01014333963394165,0.07994667440652847,1.5626959999790415,75000.0,0.8151471383256618,-1.084532826359299,0.13029427665132065,1.084532826359299,10,0.0,10.24,1.3047605144240073,8.0,,0,4.0,1.0
tsp,10,100,,101,0.25,0.1,-43.761497497558594,0.20219562947750092,0.008576950058341026,0.07197333872318268,1.5071603000396863,75000.0,0.8401471383256626,-1.084532826359299,0.13029427665132065,1.084532826359299,10,0.0,9.04,1.5094369811290564,6.0,,0,4.0,1.0
tsp,10,100,,101,0.25,0.2,-43.85916519165039,0.16799554228782654,0.007063248194754124,0.06458133459091187,1.5496420999988914,75000.0,0.8651471383256627,-1.084532826359299,0.13029427665132065,1.084532826359299,10,0.0,8.48,1.2998461447417538,6.0,,0,4.0,1.0
tsp,10,100,,101,0.25,0.3,-43.933509826660156,0.14290891587734222,0.005705852061510086,0.05708799883723259,1.6072968000080436,75000.0,0.8901471383256637,-1.084532826359299,0.13029427665132065,1.084532826359299,10,0.0,8.16,1.1199999999999999,6.0,,0,4.0,1.0
tsp,10,100,,101,0.25,0.4,-44.02046203613281,0.17060591280460358,0.0045102434232831,0.050090666860342026,1.50352120003663,75000.0,0.9151471383256631,-1.084532826359299,0.13029427665132065,1.084532826359299,10,0.0,7.6,1.3856406460551018,6.0,,0,4.0,1.0
tsp,10,100,,101,0.25,0.6,-44.100486755371094,0.1371505707502365,0.0026284288614988327,0.03758399933576584,1.5227648000000045,75000.0,0.965147138325662,-1.084532826359299,0.13029427665132065,1.084532826359299,10,0.0,6.96,0.9991996797437438,6.0,,0,4.0,1.0
tsp,10,100,,101,0.25,0.8,-44.17158508300781,0.11985432356595993,0.0014922660775482655,0.02722666598856449,1.748772200080566,75000.0,1.0151471383256654,-1.084532826359299,0.13029427665132065,1.084532826359299,10,0.0,6.56,1.2026637102698328,4.0,,0,4.0,1.0
tsp,10,100,,101,0.5,0.0,-43.7154426574707,0.1507577747106552,0.04271268844604492,0.16520534455776215,1.7033723999047652,150000.0,0.6302942766513238,-1.084532826359299,0.13029427665132065,1.084532826359299,10,0.0,9.44,1.061319932913728,8.0,,0,4.0,1.0
tsp,10,100,,101,0.5,0.1,-43.8741455078125,0.17048247158527374,0.035910628736019135,0.1494240015745163,1.6955312000354752,150000.0,0.6802942766513225,-1.084532826359299,0.13029427665132065,1.084532826359299,10,0.0,8.96,1.1482160075525858,6.0,,0,4.0,1.0
tsp,10,100,,101,0.5,0.2,-43.98306655883789,0.19177930057048798,0.029668213799595833,0.1337546706199646,1.7247635000385344,150000.0,0.7302942766513231,-1.084532826359299,0.13029427665132065,1.084532826359299,10,0.0,7.68,1.3481839637082176,6.0,,0,4.0,1.0
tsp,10,100,,101,0.5,0.3,-44.043663024902344,0.2088415026664734,0.024051455780863762,0.11881066858768463,1.5460466000949964,150000.0,0.780294276651324,-1.084532826359299,0.13029427665132065,1.084532826359299,10,0.0,7.44,1.745393938341714,2.0,,0,4.0,1.0
tsp,10,100,,101,0.5,0.4,-44.093284606933594,0.15739883482456207,0.01883026957511902,0.1035146713256836,1.5158730000257492,150000.0,0.8302942766513236,-1.084532826359299,0.13029427665132065,1.084532826359299,10,0.0,7.36,1.4664242223858688,4.0,,0,4.0,1.0
tsp,10,100,,101,0.5,0.6,-44.157955169677734,0.1494983285665512,0.011285151354968548,0.07812267541885376,1.6356391999870539,150000.0,0.9302942766513228,-1.084532826359299,0.13029427665132065,1.084532826359299,10,0.0,6.88,1.2749901960407382,4.0,,0,4.0,1.0
tsp,10,100,,101,0.5,0.8,-44.200782775878906,0.1535569727420807,0.006209553685039282,0.05669333413243294,1.5659376999828964,150000.0,1.0302942766513266,-1.084532826359299,0.13029427665132065,1.084532826359299,10,0.0,6.32,1.3481839637082176,4.0,,0,4.0,1.0
tsp,10,100,,101,0.75,0.0,-44.105438232421875,0.1359281837940216,0.1042603924870491,0.25835198163986206,1.5991793000139296,225000.0,1.3767992395389494,-1.084532826359299,0.13029427665132065,1.084532826359299,10,0.0,7.52,1.1702991070662236,6.0,,0,4.0,1.0
tsp,10,100,,101,0.75,0.1,-44.15522003173828,0.17416661977767944,0.08769078552722931,0.23174932599067688,1.716351900016889,225000.0,1.3017992395389504,-1.084532826359299,0.13029427665132065,1.084532826359299,10,0.0,7.04,1.7083325203250097,4.0,,0,4.0,1.0
tsp,10,100,,101,0.75,0.2,-44.218631744384766,0.1496734470129013,0.07234988361597061,0.2078080028295517,1.6527530000312254,225000.0,1.226799239538948,-1.084532826359299,0.13029427665132065,1.084532826359299,10,0.0,6.4,1.3856406460551018,4.0,,0,4.0,1.0
tsp,10,100,,101,0.75,0.3,-44.152854919433594,0.12585698068141937,0.058262038975954056,0.18383468687534332,1.5798476000782102,225000.0,1.1517992395389485,-1.084532826359299,0.13029427665132065,1.084532826359299,10,0.0,7.04,1.148216007552586,4.0,,0,4.0,1.0
